housenumber,street,x,y
101,Nevers Drive,-135.379549,57.084965
103,Nevers Drive,-135.378651,57.085236
104,Nevers Drive,-135.378423,57.085004
2038,Halibut Point Road,-135.367516,57.073745
2041,Halibut Point Road,-135.369588,57.073124
2026,Halibut Point Road,-135.366754,57.072271
727,Siginaka Way,-135.350345,57.057726
473,Katlian Street,-135.344678,57.052953
485,Katlian Street,-135.346299,57.053135
479,Katlian Street,-135.345295,57.053266
101,Monastery Street,-135.331737,57.051517
105,Monastery Street,-135.331835,57.051785
950,Indian River Road,-135.307931,57.057714
129,Lillian Drive,-135.302666,57.0469
209,Shotgun Alley,-135.280324,57.039626
100,Winchester Way,-135.278947,57.039332
100,Yakobi Way,-135.280126,57.037806
123,Knutson Drive,-135.283895,57.042146
1912,Sawmill Creek Road,-135.282967,57.04366
118,Knutson Drive,-135.282597,57.042884
124,Knutson Drive,-135.282381,57.043116
130,Knutson Drive,-135.282656,57.043285
1914,Sawmill Creek Road,-135.282394,57.043502
137,Knutson Drive,-135.283186,57.043391
135,Knutson Drive,-135.283335,57.043149
133,Knutson Drive,-135.283793,57.042906
129,Knutson Drive,-135.284546,57.042829
127,Knutson Drive,-135.284295,57.042446
125,Knutson Drive,-135.284035,57.042326
1902,Sawmill Creek Road,-135.284209,57.043837
1908,Sawmill Creek Road,-135.284717,57.041897
108,Cedar Beach Road,-135.280344,57.041534
116,Cedar Beach Road,-135.281764,57.041267
113,Knutson Drive,-135.281729,57.041717
120,Knutson Drive,-135.282365,57.042615
112,Knutson Drive,-135.282781,57.042212
110,Knutson Drive,-135.282263,57.042225
108,Knutson Drive,-135.281877,57.04228
106,Knutson Drive,-135.281815,57.042497
104,Knutson Drive,-135.281771,57.04274
121,Knutson Drive,-135.283201,57.041868
119,Knutson Drive,-135.282833,57.041857
117,Knutson Drive,-135.282507,57.04177
115,Knutson Drive,-135.282134,57.041647
111,Knutson Drive,-135.281179,57.041622
110,Cedar Beach Road,-135.280847,57.041606
104,Cedar Beach Road,-135.280633,57.041831
105,Knutson Drive,-135.281074,57.042041
114,Cedar Beach Road,-135.281123,57.041295
127,Anna Drive,-135.280086,57.045787
131,Riggs Road,-135.281968,57.044974
118,Jamestown Drive,-135.28374,57.046921
106,Jamestown Drive,-135.285185,57.046609
1813,Sawmill Creek Road,-135.284033,57.046528
1815,Sawmill Creek Road,-135.28499,57.046015
1811,Sawmill Creek Road,-135.285527,57.046146
104,Jamestown Drive,-135.285048,57.04641
102,Jamestown Drive,-135.285429,57.046232
1817,Sawmill Creek Road,-135.284398,57.046322
116,Jamestown Drive,-135.284625,57.046851
121,Jamestown Drive,-135.28459,57.047177
119,Jamestown Drive,-135.28498,57.047296
108,Jamestown Drive,-135.285903,57.046798
101,Jamestown Drive,-135.286095,57.046437
105,Jamestown Drive,-135.286706,57.04676
1807,Sawmill Creek Road,-135.286418,57.046597
114,Jamestown Drive,-135.285314,57.047025
117,Jamestown Drive,-135.285343,57.047401
112,Miller Drive,-135.281315,57.045734
137,Riggs Road,-135.281715,57.045259
110,Miller Drive,-135.281134,57.045485
114,Miller Drive,-135.281503,57.045943
116,Miller Drive,-135.282226,57.045458
1903,Sawmill Creek Road,-135.283112,57.044669
1901,Sawmill Creek Road,-135.283404,57.044941
1825,Sawmill Creek Road,-135.283771,57.045038
118,Miller Drive,-135.282444,57.045144
1819,Sawmill Creek Road,-135.284646,57.045727
1821,Sawmill Creek Road,-135.284145,57.045585
1823,Sawmill Creek Road,-135.283953,57.045389
1935,Sawmill Creek Road,-135.279667,57.04384
121,Anna Drive,-135.280365,57.044612
123,Anna Drive,-135.279769,57.044818
125,Anna Drive,-135.280409,57.045231
102,Knutson Drive,-135.281312,57.042998
1925,Sawmill Creek Road,-135.279915,57.043886
106,Anna Drive,-135.280402,57.044005
1915,Sawmill Creek Road,-135.280739,57.043577
116,Anna Drive,-135.280742,57.044202
109,Anna Drive,-135.281175,57.043795
119,Anna Drive,-135.281232,57.044705
144,Wolff Drive,-135.297835,57.047897
146,Wolff Drive,-135.297602,57.048376
141,Wolff Drive,-135.297442,57.048747
107,Wolff Drive,-135.297061,57.048707
132,Wolff Drive,-135.298212,57.049751
134,Wolff Drive,-135.298229,57.049484
128,Wolff Drive,-135.297987,57.04992
1535,Sawmill Creek Road,-135.299234,57.048482
1537,Sawmill Creek Road,-135.298743,57.048435
136,Wolff Drive,-135.298225,57.049313
108,Chirikov Drive,-135.295613,57.048608
110,Chirikov Drive,-135.295586,57.048859
110,Wolff Drive,-135.296451,57.04885
104,Chirikov Drive,-135.295623,57.048084
105,Chirikov Drive,-135.296414,57.048158
1609,Sawmill Creek Road,-135.295324,57.047818
103,Chirikov Drive,-135.296403,57.047993
1607,Sawmill Creek Road,-135.295769,57.047763
1603,Sawmill Creek Road,-135.296468,57.047676
104,Wolff Drive,-135.296794,57.048123
101,Wolff Drive,-135.297329,57.047934
102,Wolff Drive,-135.296823,57.047907
105,Wolff Drive,-135.297459,57.048246
1604,Sawmill Creek Road,-135.295842,57.047303
1551,Sawmill Creek Road,-135.297962,57.04771
1601,Sawmill Creek Road,-135.296822,57.047724
1611,Sawmill Creek Road,-135.29475,57.04775
1608,Sawmill Creek Road,-135.295326,57.047229
106,Chirikov Drive,-135.295521,57.048341
106,Wolff Drive,-135.296709,57.048381
107,Chirikov Drive,-135.296395,57.04843
108,Wolff Drive,-135.29629,57.048605
114,Chirikov Drive,-135.295547,57.04938
116,Chirikov Drive,-135.295584,57.049635
120,Wolff Drive,-135.296672,57.049849
118,Wolff Drive,-135.296296,57.049769
118,Chirikov Drive,-135.295579,57.049878
1619,Sawmill Creek Road,-135.292637,57.047151
1613,Sawmill Creek Road,-135.294601,57.04904
1610,Sawmill Creek Road,-135.29501,57.047267
1612,Sawmill Creek Road,-135.29463,57.047193
1617,Sawmill Creek Road,-135.293169,57.047796
1615,Sawmill Creek Road,-135.293596,57.047448
1618,Sawmill Creek Road,-135.292511,57.046766
1702,Sawmill Creek Road,-135.292185,57.0468
1616,Sawmill Creek Road,-135.292719,57.04669
1614,Sawmill Creek Road,-135.293057,57.046736
1707,Sawmill Creek Road,-135.290724,57.047177
1705,Sawmill Creek Road,-135.291161,57.04713
1704,Sawmill Creek Road,-135.292003,57.046735
1621,Sawmill Creek Road,-135.292662,57.048027
1701,Sawmill Creek Road,-135.292191,57.047313
1703,Sawmill Creek Road,-135.291665,57.047197
1801,Sawmill Creek Road,-135.287474,57.046674
1717,Sawmill Creek Road,-135.288845,57.046918
1718,Sawmill Creek Road,-135.288557,57.046501
1719,Sawmill Creek Road,-135.287922,57.046963
1721,Sawmill Creek Road,-135.287804,57.046738
1716,Sawmill Creek Road,-135.289318,57.04664
1715,Sawmill Creek Road,-135.289306,57.047053
1711,Sawmill Creek Road,-135.290001,57.047089
1709,Sawmill Creek Road,-135.290303,57.047115
1713,Sawmill Creek Road,-135.289628,57.047043
107,Jamestown Drive,-135.28731,57.046961
115,Jamestown Drive,-135.285844,57.047468
111,Jamestown Drive,-135.286666,57.047479
109,Jamestown Drive,-135.287105,57.047517
112,Jamestown Drive,-135.286506,57.047104
113,Jamestown Drive,-135.286134,57.047529
2220,Sawmill Creek Road,-135.267536,57.038733
308,Islander Drive,-135.278022,57.034589
109,Cedar Beach Road,-135.279941,57.041681
126,Knutson Drive,-135.281767,57.04323
105,Cedar Beach Road,-135.279955,57.042018
1810,Sawmill Creek Road,-135.285435,57.045636
1808,Sawmill Creek Road,-135.286095,57.045931
1805,Sawmill Creek Road,-135.286863,57.046543
1803,Sawmill Creek Road,-135.287205,57.046681
1802,Sawmill Creek Road,-135.287579,57.046291
1804,Sawmill Creek Road,-135.287241,57.046255
116,Knutson Drive,-135.282906,57.04257
114,Knutson Drive,-135.283146,57.042398
122,Knutson Drive,-135.281751,57.043017
608,Sawmill Creek Road,-135.329466,57.053777
605,Biorka Street,-135.329853,57.053388
603,Biorka Street,-135.330124,57.053351
308,Monastery Street,-135.332236,57.053323
306,Monastery Street,-135.332184,57.053184
305,Baranof Street,-135.331104,57.053465
300,Baranof Street,-135.330502,57.053291
302,Baranof Street,-135.330609,57.053382
304,Baranof Street,-135.330569,57.053514
210,Baranof Street,-135.330248,57.052944
613,Biorka Street,-135.32884,57.053575
607,Oja Street,-135.329508,57.052873
606,Oja Street,-135.329643,57.052647
610,Biorka Street,-135.329107,57.053183
611,Biorka Street,-135.329088,57.053516
614,Sawmill Creek Road,-135.328706,57.053865
609,Sawmill Creek Road,-135.32962,57.054117
610,Degroff Street,-135.329717,57.054435
611,Sawmill Creek Road,-135.329345,57.054142
613,Sawmill Creek Road,-135.329123,57.05417
615,Sawmill Creek Road,-135.328877,57.05421
612,Sawmill Creek Road,-135.328963,57.053839
616,Sawmill Creek Road,-135.328454,57.053949
609,Oja Street,-135.329231,57.052899
612,Biorka Street,-135.328895,57.053235
615,Biorka Street,-135.328629,57.053597
612,Degroff Street,-135.32946,57.054435
334,Lincoln Street,-135.333597,57.050588
338,Lincoln Street,-135.333447,57.050481
336,Lincoln Street,-135.33352,57.050533
335,Harbor Drive,-135.333159,57.05034
203,Harbor Drive,-135.336451,57.049312
110,Harbor Drive,-135.337534,57.047877
108,Harbor Drive,-135.338042,57.047846
100,Harbor Drive,-135.338909,57.048227
201,Harbor Drive,-135.336764,57.049177
197,Harbor Drive,-135.33717,57.049098
199,Harbor Drive,-135.336961,57.049155
10,Maksoutoff Street,-135.334308,57.04925
3,Maksoutoff Street,-135.334326,57.048911
5,Maksoutoff Street,-135.334457,57.049012
7,Maksoutoff Street,-135.334562,57.049083
9,Maksoutoff Street,-135.334695,57.049165
205,Harbor Drive,-135.336297,57.049298
218,Lincoln Street,-135.336013,57.049816
330,Harbor Drive,-135.33235,57.049481
209,Harbor Drive,-135.336031,57.049304
215,Harbor Drive,-135.335691,57.049336
226,Harbor Drive,-135.335087,57.049236
300,Lincoln Street,-135.334715,57.049955
236,Lincoln Street,-135.335265,57.049718
224,Lincoln Street,-135.335687,57.049745
300,Harbor Drive,-135.334421,57.049331
221,Harbor Drive,-135.335563,57.049478
228,Harbor Drive,-135.334849,57.049313
320,Harbor Drive,-135.334012,57.049561
324,Lincoln Street,-135.334132,57.050314
322,Lincoln Street,-135.334229,57.050371
332,Lincoln Street,-135.333801,57.050412
330,Lincoln Street,-135.333872,57.050463
318,Lincoln Street,-135.334216,57.050163
329,Harbor Drive,-135.333656,57.050045
327,Harbor Drive,-135.333741,57.0501
331,Harbor Drive,-135.33351,57.050177
1,Maksoutoff Street,-135.333401,57.048218
603,Lincoln Street,-135.329428,57.051489
340,Harbor Drive,-135.331498,57.050228
400,Harbor Drive,-135.332557,57.050877
601,Lincoln Street,-135.330195,57.051894
509,Lincoln Street,-135.330534,57.051544
342,Lincoln Street,-135.333266,57.050696
501,Lincoln Street,-135.331259,57.051419
401,Lincoln Street,-135.332754,57.051193
407,Lincoln Street,-135.332215,57.051198
419,Lincoln Street,-135.331837,57.05132
505,Lincoln Street,-135.330818,57.051468
105,Finn Alley,-135.326808,57.051799
210,Kimsham Street,-135.347927,57.061269
207,Kimsham Street,-135.34881,57.061292
310,Wachusetts Street,-135.345938,57.06215
304,Wachusetts Street,-135.346361,57.062121
206,Kruzof Street,-135.349483,57.061502
213,Kimsham Street,-135.34837,57.061871
215,Kimsham Street,-135.348255,57.061983
211,Kruzof Street,-135.348847,57.062027
303,Kimsham Street,-135.348134,57.062673
1100,Edgecumbe Drive,-135.348232,57.062463
1011,Edgecumbe Drive,-135.34875,57.062218
210,Kruzof Street,-135.349163,57.06173
301,Wachusetts Street,-135.347258,57.062369
209,Kruzof Street,-135.349627,57.062265
207,Kruzof Street,-135.349716,57.061943
306,Kimsham Street,-135.34708,57.062918
305,Wachusetts Street,-135.34646,57.062491
303,Wachusetts Street,-135.346948,57.06248
302,Tilson Street,-135.347143,57.063056
308,Kimsham Street,-135.345605,57.063774
317,Wachusetts Street,-135.344694,57.062851
321,Wachusetts Street,-135.344084,57.062861
314,Tilson Street,-135.344812,57.063224
312,Tilson Street,-135.345176,57.063215
311,Wachusetts Street,-135.345379,57.062833
312,Wachusetts Street,-135.345433,57.062248
306,Tilson Street,-135.346392,57.063139
307,Wachusetts Street,-135.346152,57.062608
304,Tilson Street,-135.346685,57.062943
308,Tilson Street,-135.346046,57.063168
309,Wachusetts Street,-135.345787,57.062647
310,Tilson Street,-135.345528,57.063174
203,Lakeview Drive,-135.341864,57.05603
205,Crabapple Drive,-135.342515,57.056622
205,Brady Street,-135.347639,57.060116
709,Halibut Point Road,-135.346085,57.05756
712,Katlian Street,-135.347218,57.057002
722,Siginaka Way,-135.348919,57.057391
726,Siginaka Way,-135.348914,57.057548
724,Siginaka Way,-135.349365,57.057417
204,Siginaka Way,-135.348351,57.056938
720,Siginaka Way,-135.349019,57.057215
803,Halibut Point Road,-135.347746,57.05884
200,Brady Street,-135.34776,57.059606
805,Halibut Point Road,-135.348446,57.058976
807,Halibut Point Road,-135.348333,57.059273
814,Halibut Point Road,-135.34736,57.059425
905,Halibut Point Road,-135.348884,57.059725
906,Halibut Point Road,-135.348186,57.06014
908,Halibut Point Road,-135.348563,57.060289
203,Brady Street,-135.347998,57.060029
201,Brady Street,-135.348157,57.059871
913,Halibut Point Road,-135.349577,57.060099
910,Halibut Point Road,-135.348744,57.060447
901,Halibut Point Road,-135.348763,57.059572
1900,Cascade Creek Road,-135.362023,57.071833
1860,Edgecumbe Street,-135.361409,57.07208
1907,Cascade Creek Road,-135.362905,57.072012
1909,Cascade Creek Road,-135.362792,57.07257
1911,Cascade Creek Road,-135.363427,57.07245
1910,Cascade Creek Road,-135.362231,57.072934
1910,Dodge Circle,-135.364351,57.071644
1906,Cascade Creek Road,-135.362129,57.072553
2014,Cascade Creek Road,-135.361021,57.075148
2016,Cascade Creek Road,-135.36084,57.075286
2006,Cascade Creek Road,-135.361432,57.074453
1920,Cascade Creek Road,-135.362615,57.073646
207,Cedar Heights Road,-135.361734,57.073455
2002,Cascade Creek Road,-135.362146,57.074357
203,Cedar Heights Road,-135.361855,57.074137
2000,Cascade Creek Road,-135.362543,57.074142
205,Cedar Heights Road,-135.361595,57.073727
204,Cedar Heights Road,-135.362089,57.073665
1922,Cascade Creek Road,-135.362559,57.073799
2008,Cascade Creek Road,-135.361451,57.074854
1503,Johnston Street,-135.357582,57.066691
302,Wortman Loop,-135.360691,57.068946
200,Cascade Creek Road,-135.363079,57.070415
316,Wortman Loop,-135.35995,57.067805
1708,Edgecumbe Drive,-135.360583,57.067543
110,Donna Drive,-135.365038,57.068246
1724,Halibut Point Road,-135.364523,57.06805
1805,Alder Way,-135.366261,57.067967
1802,Alder Way,-135.366411,57.067499
1803,Alder Way,-135.366064,57.067799
1804,Alder Way,-135.366647,57.067657
1801,Alder Way,-135.365909,57.067649
1802,Halibut Point Road,-135.365174,57.067896
1806,Alder Way,-135.366862,57.067819
1708,Halibut Point Road,-135.363431,57.066417
1720,Halibut Point Road,-135.36486,57.067517
1717,Halibut Point Road,-135.365588,57.067355
1722,Halibut Point Road,-135.364944,57.06761
1726,Halibut Point Road,-135.364192,57.067715
1709,Halibut Point Road,-135.364665,57.066578
101,Shelikof Way,-135.363837,57.066893
107,Shelikof Way,-135.363637,57.067156
1714,Halibut Point Road,-135.364329,57.067097
105,Shelikof Way,-135.36401,57.067167
135,Shelikof Way,-135.364254,57.067447
1718,Halibut Point Road,-135.364722,57.067357
1712,Halibut Point Road,-135.364108,57.066868
1710,Halibut Point Road,-135.363597,57.066594
108,Shelikof Way,-135.363308,57.066673
112,Shelikof Way,-135.362837,57.0668
110,Shelikof Way,-135.36318,57.066772
1730,Halibut Point Road,-135.363881,57.068331
111,Donna Drive,-135.363528,57.068701
107,Donna Drive,-135.363859,57.068972
105,Donna Drive,-135.36439,57.068933
104,Donna Drive,-135.365078,57.068694
109,Donna Drive,-135.363949,57.068573
108,Donna Drive,-135.364505,57.068437
106,Donna Drive,-135.365396,57.068601
104,Cascade Creek Road,-135.364583,57.069239
1801,Edgecumbe Drive,-135.361967,57.069078
1803,Edgecumbe Drive,-135.361973,57.06917
1727,Edgecumbe Drive,-135.362375,57.069017
1725,Edgecumbe Drive,-135.362992,57.068892
1805,Edgecumbe Drive,-135.362415,57.069616
114,Cascade Creek Road,-135.363539,57.070244
116,Cascade Creek Road,-135.363051,57.070051
112,Cascade Creek Road,-135.363547,57.069841
108,Cascade Creek Road,-135.363791,57.06963
118,Cascade Creek Road,-135.362997,57.06973
110,Cascade Creek Road,-135.363368,57.06955
101,Cascade Creek Road,-135.365001,57.069532
55,Cascade Creek Road,-135.36607,57.069146
106,Cascade Creek Road,-135.364115,57.069368
102,Donna Drive,-135.365642,57.068786
100,Donna Drive,-135.365322,57.068943
101,Donna Drive,-135.364777,57.069082
105,Cascade Creek Road,-135.364491,57.069731
1729,Edgecumbe Drive,-135.361966,57.068636
1722,Edgecumbe Drive,-135.361312,57.068864
1731,Edgecumbe Drive,-135.362129,57.068836
1716,Edgecumbe Drive,-135.360743,57.06833
1710,Edgecumbe Drive,-135.360966,57.067838
1714,Edgecumbe Drive,-135.361061,57.068135
1715,Edgecumbe Drive,-135.361949,57.068269
1718,Edgecumbe Drive,-135.360855,57.068556
1720,Edgecumbe Drive,-135.361176,57.068524
314,Wortman Loop,-135.360158,57.068096
108,Eberhardt Drive,-135.362139,57.067056
106,Eberhardt Drive,-135.361894,57.067189
140,Shelikof Way,-135.363529,57.068058
138,Shelikof Way,-135.363102,57.068019
136,Shelikof Way,-135.363029,57.067943
132,Shelikof Way,-135.363032,57.067717
130,Shelikof Way,-135.36292,57.067503
126,Shelikof Way,-135.362748,57.067336
110,Eberhardt Drive,-135.362234,57.066948
125,Shelikof Way,-135.363228,57.067191
127,Shelikof Way,-135.363385,57.067322
131,Shelikof Way,-135.363594,57.067514
137,Shelikof Way,-135.363976,57.067849
118,Shelikof Way,-135.362691,57.067008
1707,Edgecumbe Drive,-135.361337,57.06745
1709,Edgecumbe Drive,-135.361504,57.067638
102,Eberhardt Drive,-135.362383,57.067516
100,Emmons Street,-135.369617,57.078587
101,Emmons Street,-135.370293,57.078797
110,Emmons Street,-135.369772,57.07986
102,Emmons Street,-135.36946,57.078795
108,Emmons Street,-135.369673,57.079592
106,Emmons Street,-135.3696,57.079311
104,Emmons Street,-135.369523,57.079056
103,Emmons Street,-135.370208,57.079008
105,Emmons Street,-135.370292,57.079296
107,Emmons Street,-135.370352,57.079583
204,Cushing Street,-135.370753,57.079415
106,Walton Circle,-135.37846,57.088694
103,Walton Circle,-135.379195,57.088379
104,Darrin Drive,-135.39198,57.094923
3482,Halibut Point Road,-135.393819,57.096299
3484,Halibut Point Road,-135.393376,57.096417
3486,Halibut Point Road,-135.392944,57.096525
3488,Halibut Point Road,-135.392516,57.0967
3514,Halibut Point Road,-135.395059,57.0975
3511,Halibut Point Road,-135.395842,57.097359
106,Shuler Drive,-135.394522,57.097796
104,Shuler Drive,-135.394887,57.097772
110,Shuler Drive,-135.394033,57.098069
112,Shuler Drive,-135.393833,57.097925
108,Shuler Drive,-135.394284,57.097944
3503,Halibut Point Road,-135.394908,57.096512
3505,Halibut Point Road,-135.395228,57.096663
3509,Halibut Point Road,-135.39567,57.09701
3507,Halibut Point Road,-135.39543,57.096825
105,Darrin Drive,-135.392115,57.095627
103,Darrin Drive,-135.392189,57.095265
3404,Halibut Point Road,-135.392967,57.09533
105,Darrin Drive,-135.391626,57.095745
107,Darrin Drive,-135.391384,57.095492
130,Darrin Drive,-135.391127,57.094215
116,Darrin Drive,-135.390762,57.09443
118,Darrin Drive,-135.390584,57.09423
120,Darrin Drive,-135.390086,57.093918
119,Darrin Drive,-135.389726,57.094104
117,Darrin Drive,-135.390021,57.094363
115,Darrin Drive,-135.390229,57.094588
111,Darrin Drive,-135.390773,57.095117
109,Darrin Drive,-135.39106,57.095296
106,Darrin Drive,-135.391724,57.094788
110,Darrin Drive,-135.391587,57.095081
112,Darrin Drive,-135.391243,57.094873
113,Darrin Drive,-135.390557,57.094865
108,Darrin Drive,-135.391493,57.094434
114,Darrin Drive,-135.390943,57.094629
130,Patterson Way,-135.388301,57.092662
140,Patterson Way,-135.388536,57.092941
120,Patterson Way,-135.388049,57.092491
111,Bahovec Court,-135.382242,57.0891
112,Bahovec Court,-135.381947,57.088688
108,Walton Circle,-135.378485,57.088928
4202,Halibut Point Road,-135.397665,57.108308
4258,Halibut Point Road,-135.397078,57.108764
4256,Halibut Point Road,-135.397762,57.108754
4274,Halibut Point Road,-135.39555,57.109462
4262,Halibut Point Road,-135.397105,57.109154
4272,Halibut Point Road,-135.396022,57.109528
4270,Halibut Point Road,-135.39659,57.109489
114,Granite Creek Road,-135.39647,57.101493
3820,Halibut Point Road,-135.398733,57.102086
3804,Halibut Point Road,-135.398482,57.101682
104,Granite Creek Road,-135.397976,57.101068
3802,Halibut Point Road,-135.398189,57.101469
106,Granite Creek Road,-135.397539,57.101204
3850,Halibut Point Road,-135.398948,57.102264
3874,Halibut Point Road,-135.398286,57.102745
104,Berry Knoll Lane,-135.398422,57.104111
102,Berry Knoll Lane,-135.398344,57.103941
101,Berry Knoll Lane,-135.398801,57.10386
3870,Halibut Point Road,-135.398681,57.10261
3884,Halibut Point Road,-135.397813,57.102997
3880,Halibut Point Road,-135.398638,57.102859
3890,Halibut Point Road,-135.399336,57.102917
3902,Halibut Point Road,-135.39935,57.103222
3908,Halibut Point Road,-135.399618,57.103792
3872,Halibut Point Road,-135.398216,57.102642
3878,Halibut Point Road,-135.399224,57.1027
108,Granite Creek Road,-135.397009,57.101281
112,Granite Creek Road,-135.396843,57.101433
105,Granite Creek Road,-135.397829,57.101551
125,Granite Creek Road,-135.397898,57.102159
3852,Halibut Point Road,-135.3983,57.102388
3836,Halibut Point Road,-135.398246,57.101914
3876,Halibut Point Road,-135.397725,57.10276
131,Granite Creek Road,-135.397179,57.102183
3614,Halibut Point Road,-135.397208,57.099489
3618,Halibut Point Road,-135.396698,57.099956
3704,Halibut Point Road,-135.397442,57.100567
3702,Halibut Point Road,-135.397363,57.100323
3706,Halibut Point Road,-135.397138,57.100642
3708,Halibut Point Road,-135.396363,57.100594
3601,Halibut Point Road,-135.396012,57.097489
101,Harbor Mountain Road,-135.395475,57.098052
102,Harbor Mountain Road,-135.395318,57.098213
107,Shuler Drive,-135.394561,57.098458
105,Shuler Drive,-135.394896,57.098421
103,Shuler Drive,-135.395078,57.098225
3603,Halibut Point Road,-135.396317,57.097738
3605,Halibut Point Road,-135.39658,57.097867
109,Harbor Mountain Road,-135.396602,57.098951
113,Harbor Mountain Road,-135.395399,57.099432
111,Harbor Mountain Road,-135.396195,57.099244
114,Shuler Drive,-135.394956,57.098759
110,Harbor Mountain Road,-135.395412,57.098743
101,Harbor Mountain Road,-135.396306,57.098619
108,Harbor Mountain Road,-135.395339,57.098594
104,Harbor Mountain Road,-135.395444,57.098307
301,Granite Creek Road,-135.393732,57.102891
401,Granite Creek Road,-135.390348,57.103785
4510,Halibut Point Road,-135.391416,57.113878
4509,Halibut Point Road,-135.393217,57.114683
4404,Halibut Point Road,-135.392931,57.111502
4401,Halibut Point Road,-135.396152,57.112291
101,Pirates Way,-135.396391,57.111561
102,Viking Way,-135.395947,57.110709
4313,Halibut Point Road,-135.395559,57.11049
4311,Halibut Point Road,-135.397118,57.111257
104,Viking Way,-135.395395,57.11084
102,Viking Way,-135.395554,57.110937
4309,Halibut Point Road,-135.396899,57.111029
106,Viking Way,-135.395055,57.110684
4319,Halibut Point Road,-135.394281,57.111238
4321,Halibut Point Road,-135.394151,57.111368
4313,Halibut Point Road,-135.396469,57.111358
101,Viking Way,-135.395216,57.111211
103,Viking Way,-135.394995,57.111058
4317,Halibut Point Road,-135.395848,57.111831
4319,Halibut Point Road,-135.396159,57.111959
4390,Halibut Point Road,-135.394828,57.111409
105,Viking Way,-135.394603,57.111048
4309,Halibut Point Road,-135.395948,57.110399
104,Pirates Way,-135.396567,57.111986
4406,Halibut Point Road,-135.393802,57.111878
4403,Halibut Point Road,-135.396457,57.112386
4405,Halibut Point Road,-135.394747,57.112487
4400,Halibut Point Road,-135.394487,57.111806
4323,Halibut Point Road,-135.393988,57.111671
4503,Halibut Point Road,-135.393306,57.113895
4501,Halibut Point Road,-135.393443,57.113742
4507,Halibut Point Road,-135.393109,57.114313
4505,Halibut Point Road,-135.393161,57.114083
105,Sunset Drive,-135.391482,57.113518
4410,Halibut Point Road,-135.392942,57.111879
106,Clothilde Bahovec Way,-135.391246,57.112728
104,Clothilde Bahovec Way,-135.391837,57.112672
102,Clothilde Bahovec Way,-135.392328,57.112985
100,Clothilde Bahovec Way,-135.39266,57.11308
4408,Halibut Point Road,-135.393333,57.111907
4416,Halibut Point Road,-135.393174,57.112251
4409,Halibut Point Road,-135.394354,57.112714
106,Sunset Drive,-135.391341,57.112971
108,Sunset Drive,-135.391035,57.113132
104,Sunset Drive,-135.391857,57.113126
102,Sunset Drive,-135.39245,57.113283
101,Sunset Drive,-135.392056,57.113498
103,Sunset Drive,-135.391548,57.113382
4506,Halibut Point Road,-135.391823,57.113776
4308,Halibut Point Road,-135.395202,57.110145
4314,Halibut Point Road,-135.39459,57.110512
4312,Halibut Point Road,-135.394793,57.110338
4316,Halibut Point Road,-135.394415,57.110654
4320,Halibut Point Road,-135.393726,57.110971
4322,Halibut Point Road,-135.393492,57.111203
4318,Halibut Point Road,-135.394043,57.110901
4551,Halibut Point Road,-135.392103,57.114467
4553,Halibut Point Road,-135.391619,57.114856
4571,Halibut Point Road,-135.391065,57.115186
4513,Halibut Point Road,-135.392456,57.115174
4517,Halibut Point Road,-135.392027,57.115336
4521,Halibut Point Road,-135.391652,57.115684
4603,Halibut Point Road,-135.391098,57.115985
4607,Halibut Point Road,-135.389702,57.116416
110,Sunset Drive,-135.390747,57.113619
4530,Halibut Point Road,-135.391114,57.114199
4614,Halibut Point Road,-135.389094,57.114854
4618,Halibut Point Road,-135.389466,57.114718
4610,Halibut Point Road,-135.389956,57.115
4626,Halibut Point Road,-135.388461,57.115087
4620,Halibut Point Road,-135.389225,57.115551
4622,Halibut Point Road,-135.388981,57.115406
4624,Halibut Point Road,-135.388763,57.115275
4560,Halibut Point Road,-135.390717,57.114437
4680,Halibut Point Road,-135.387749,57.116472
4701,Halibut Point Road,-135.388197,57.11717
4640,Halibut Point Road,-135.388598,57.115765
4650,Halibut Point Road,-135.388109,57.116148
4702,Halibut Point Road,-135.386589,57.11684
116,Patterson Way,-135.387835,57.09221
101,Darrin Drive,-135.392649,57.095175
3501,Halibut Point Road,-135.394731,57.09627
3111,Halibut Point Road,-135.39039,57.091345
3114,Halibut Point Road,-135.389722,57.091782
3411,Halibut Point Road,-135.394326,57.09597
3318,Halibut Point Road,-135.392354,57.09478
3403,Halibut Point Road,-135.393635,57.095145
3407,Halibut Point Road,-135.394017,57.095693
3405,Halibut Point Road,-135.393752,57.09534
3311,Halibut Point Road,-135.392419,57.093581
3302,Halibut Point Road,-135.391291,57.0936
3313,Halibut Point Road,-135.392942,57.093777
3315,Halibut Point Road,-135.392885,57.094018
3301,Halibut Point Road,-135.39189,57.092989
3307,Halibut Point Road,-135.392219,57.093427
3304,Halibut Point Road,-135.390891,57.093691
3306,Halibut Point Road,-135.39106,57.09405
3310,Halibut Point Road,-135.391698,57.093918
3312,Halibut Point Road,-135.392002,57.094144
3308,Halibut Point Road,-135.391446,57.093823
3316,Halibut Point Road,-135.392275,57.094575
105,Monastery Street,-135.331767,57.051613
105,Monastery Street,-135.331843,57.051704
246,Katlian Street,-135.341185,57.051143
246,Katlian Street,-135.341125,57.051057
246,Katlian Street,-135.341065,57.051027
246,Katlian Street,-135.340907,57.051129
2713,Halibut Point Road,-135.383108,57.086546
